hot,lat,lng
2484,31.195542586,121.51829864
281,31.195577212,121.641014198
1525,31.195631244,121.435350421
1756,31.195658881,121.56069629
1512,31.195663865,121.574362171
1512,31.195663865,121.574362171
1512,31.195663865,121.574362171
1512,31.195663865,121.574362171
1512,31.195663865,121.574362171
1512,31.195663865,121.574362171
2144,31.19567832,121.45439024
448,31.195693005,121.695819334
948,31.195711176,121.600157897
1632,31.195759487,121.568174627
1632,31.195759487,121.568174627
455,31.195784224,121.692627185
1616,31.19580356,121.569407422
1616,31.19580356,121.569407422
1616,31.19580356,121.569407422
1616,31.19580356,121.569407422
1680,31.195853832,121.564818622
2160,31.195857579,121.455227143
1593,31.195871844,121.5707107
1593,31.195871844,121.5707107
1593,31.195871844,121.5707107
1672,31.195924711,121.565521461
457,31.195929413,121.674475121
1760,31.195966749,121.559240924
1760,31.195966749,121.559240924
2362,31.195971139,121.538193886
2362,31.195971139,121.538193886
1394,31.195985392,121.427410288
442,31.195996216,121.699076306
2118,31.196095222,121.453602103
2118,31.196095222,121.453602103
2118,31.196095222,121.453602103
1637,31.196124714,121.436918889
2469,31.196153015,121.512920217
447,31.196156814,121.717212987
446,31.196160324,121.716660287
2510,31.19616042,121.534969961
2510,31.19616042,121.534969961
285,31.196197619,121.308578733
278,31.196276183,121.30084424
446,31.196306997,121.71130653
108,31.196325371,121.776062716
2363,31.19634958,121.539368461
2207,31.196366627,121.461391133
444,31.19637405,121.694656379
444,31.19637405,121.694656379
1451,31.19639427,121.576101606
2469,31.19639929,121.51670765
2469,31.19639929,121.51670765
134,31.196424622,121.264252891
455,31.1964592,121.690248729
455,31.1964592,121.690248729
455,31.1964592,121.690248729
1269,31.196468674,121.584518871
1433,31.196485938,121.577362868
1433,31.196485938,121.577362868
438,31.196520488,121.704022964
438,31.196520488,121.704022964
2481,31.196546864,121.516967128
2481,31.196546864,121.516967128
2484,31.196551425,121.514668401
2484,31.196551425,121.514668401
2484,31.196551425,121.514668401
2376,31.196565758,121.53916465
2376,31.196565758,121.53916465
442,31.196725076,121.713832996
2380,31.196731866,121.538747841
2152,31.196794377,121.454416264
1296,31.196796403,121.583685903
448,31.196797535,121.693816109
2487,31.196846768,121.514703598
2487,31.196846768,121.514703598
2490,31.196869971,121.51726964
2543,31.196972834,121.534196493
2206,31.196991237,121.457699223
443,31.196994015,121.698505494
443,31.196994015,121.698505494
2503,31.197021452,121.535432455
1646,31.197260868,121.436691437
475,31.197323094,121.680104655
475,31.197323094,121.680104655
2512,31.197401022,121.518747022
2204,31.197419611,121.458046568
1725,31.19743393,121.563749598
1203,31.197457065,121.587409819
1203,31.197457065,121.587409819
1203,31.197457065,121.587409819
2460,31.197462872,121.515773853
2255,31.197480081,121.466134381
454,31.197503556,121.695693638
2590,31.197522869,121.527969391
2294,31.197534324,121.470302932
2192,31.197552942,121.456659002
446,31.197565036,121.713633788
828,31.197638128,121.385823626
449,31.197671893,121.715229647
447,31.197672174,121.700420025
452,31.197680791,121.696741323
2260,31.19769427,121.466003025
461,31.197766267,121.673732959
1045,31.197859201,121.597215532
432,31.197902333,121.660873572
2487,31.197928911,121.514816367
2487,31.197928911,121.514816367
2487,31.197928911,121.514816367
448,31.198078899,121.698715088
449,31.198079629,121.705701119
447,31.198088655,121.700390307
447,31.198088655,121.700390307
1671,31.198145163,121.437717899
444,31.198151112,121.712837485
2284,31.198220368,121.469244696
2284,31.198220368,121.469244696
2284,31.198220368,121.469244696
2284,31.198220368,121.469244696
1559,31.198224877,121.574043828
1559,31.198224877,121.574043828
1559,31.198224877,121.574043828
1559,31.198224877,121.574043828
1559,31.198224877,121.574043828
1559,31.198224877,121.574043828
1559,31.198224877,121.574043828
1559,31.198224877,121.574043828
1553,31.198229388,121.574242215
1553,31.198229388,121.574242215
2277,31.198329052,121.46886608
2277,31.198329052,121.46886608
2277,31.198329052,121.46886608
459,31.198333995,121.689876068
459,31.198333995,121.689876068
459,31.198333995,121.689876068
389,31.198353171,121.738243569
389,31.198353171,121.738243569
2283,31.19842585,121.469277033
2526,31.198464562,121.520192559
2526,31.198464562,121.520192559
951,31.198486114,121.390860152
1761,31.198520622,121.562912252
1761,31.198520622,121.562912252
1761,31.198520622,121.562912252
2567,31.198522962,121.534027757
2567,31.198522962,121.534027757
470,31.198540146,121.676729517
472,31.198565915,121.677838029
472,31.198565915,121.677838029
2481,31.198596435,121.515346871
2481,31.198596435,121.515346871
1579,31.198735391,121.5739912
2564,31.198793491,121.533419984
2564,31.198793491,121.533419984
286,31.198799126,121.747001771
1622,31.198800197,121.572527737
1622,31.198800197,121.572527737
1622,31.198800197,121.572527737
1622,31.198800197,121.572527737
1388,31.198824187,121.424277494
2491,31.198839024,121.516930356
2161,31.19884641,121.454974283
2255,31.198873414,121.465950895
2255,31.198873414,121.465950895
456,31.198912731,121.696676294
456,31.198912731,121.696676294
1368,31.198922249,121.58133626
2292,31.198970908,121.469732625
2292,31.198970908,121.469732625
2518,31.198988373,121.5195152
2518,31.198988373,121.5195152
480,31.199018088,121.685981175
455,31.199019653,121.69453453
2532,31.199040193,121.520311721
2532,31.199040193,121.520311721
2532,31.199040193,121.520311721
2375,31.199041886,121.477776375
2375,31.199041886,121.477776375
2249,31.199085001,121.464848573
1068,31.199103673,121.59747094
465,31.199106057,121.692453909
465,31.199106057,121.692453909
265,31.199169266,121.292172391
451,31.199186318,121.698076278
645,31.199213798,121.376918436
2162,31.199214055,121.455148001
2171,31.199250705,121.455876675
280,31.19935433,121.295030619
1767,31.199356636,121.443606476
2370,31.199406452,121.47722402
2412,31.199420784,121.537247732
2412,31.199420784,121.537247732
1779,31.199475869,121.562918142
1779,31.199475869,121.562918142
1779,31.199475869,121.562918142
1450,31.199622368,121.431023658
2550,31.199640803,121.534793064
2268,31.199665954,121.468316871
2268,31.199665954,121.468316871
2268,31.199665954,121.468316871
2552,31.199736482,121.52102004
2552,31.199736482,121.52102004
484,31.19985216,121.682344054
484,31.19985216,121.682344054
2300,31.199859776,121.472387937
2300,31.199859776,121.472387937
2426,31.19986365,121.537078992
2426,31.19986365,121.537078992
2426,31.19986365,121.537078992
2478,31.199880744,121.5161403
2286,31.199931911,121.471132046
2195,31.199968213,121.458590493
2195,31.199968213,121.458590493
2195,31.199968213,121.458590493
2195,31.199968213,121.458590493
2195,31.199968213,121.458590493
2195,31.199968213,121.458590493
2195,31.199968213,121.458590493
454,31.200061664,121.711540095
456,31.200102927,121.709537805
458,31.200105454,121.694843194
453,31.200130114,121.698477317
105,31.200137781,121.775571705
105,31.200137781,121.775571705
2371,31.200144786,121.484103434
2371,31.200144786,121.484103434
2570,31.20016532,121.523565245
2570,31.20016532,121.523565245
2243,31.200232925,121.46544308
2243,31.200232925,121.46544308
2243,31.200232925,121.46544308
2243,31.200232925,121.46544308
2062,31.200258299,121.451991322
2062,31.200258299,121.451991322
2551,31.200266548,121.535190711
2551,31.200266548,121.535190711
2551,31.200266548,121.535190711
466,31.20032335,121.691138264
466,31.20032335,121.691138264
1143,31.200323789,121.403846314
1395,31.200353734,121.426453364
465,31.200438445,121.690431585
465,31.200438445,121.690431585
465,31.200438445,121.690431585
465,31.200438445,121.690431585
465,31.200438445,121.690431585
61,31.200453975,121.203905322
2344,31.200489171,121.477043174
2008,31.20054015,121.451255617
453,31.200679289,121.699587183
453,31.200679289,121.699587183
453,31.200679289,121.699587183
2273,31.20072103,121.47135586
2273,31.20072103,121.47135586
2518,31.200749975,121.519613606
458,31.200809145,121.672138942
458,31.200809145,121.672138942
458,31.200809145,121.672138942
458,31.200809145,121.672138942
458,31.200809145,121.672138942
1378,31.200830509,121.424155975
1378,31.200830509,121.424155975
2508,31.200843432,121.535804247
2508,31.200843432,121.535804247
2508,31.200843432,121.535804247
2508,31.200843432,121.535804247
1847,31.200869021,121.558446965
1847,31.200869021,121.558446965
2423,31.200916948,121.537342717
456,31.200947986,121.671895899
456,31.200947986,121.671895899
60,31.201016861,121.192194959
452,31.2010328,121.703879605
452,31.2010328,121.703879605
2570,31.201035812,121.523517284
2570,31.201035812,121.523517284
2508,31.201066617,121.517528961
1069,31.201085013,121.39958702
1069,31.201085013,121.39958702
2397,31.201087609,121.541229911
2538,31.201128084,121.520656624
2357,31.201141396,121.480601072
1872,31.20119086,121.556881689
1785,31.201214599,121.564054964
1785,31.201214599,121.564054964
1785,31.201214599,121.564054964
1785,31.201214599,121.564054964
1756,31.201237361,121.566431278
1756,31.201237361,121.566431278
1756,31.201237361,121.566431278
1756,31.201237361,121.566431278
459,31.201513317,121.694781427
2342,31.201524695,121.477241152
1687,31.201553729,121.570825092
1687,31.201553729,121.570825092
1687,31.201553729,121.570825092
2610,31.201571652,121.526058578
2180,31.201573425,121.461280609
472,31.201629477,121.688571265
472,31.201629477,121.688571265
474,31.201704634,121.675678196
474,31.201704634,121.675678196
2337,31.2017175,121.485715115
447,31.201782819,121.716027466
2334,31.201795225,121.477006269
446,31.201797923,121.712738497
1440,31.201868926,121.431763258
1440,31.201879392,121.431798149
1440,31.201879392,121.431798149
2246,31.201886883,121.469043287
2246,31.201886883,121.469043287
2246,31.201886883,121.469043287
2246,31.201886883,121.469043287
2246,31.201886883,121.469043287
2246,31.201886883,121.469043287
2343,31.20188756,121.482127035
459,31.20192962,121.694632527
459,31.20192962,121.694632527
459,31.20192962,121.694632527
459,31.20192962,121.694632527
2231,31.201971775,121.465855476
2347,31.20203693,121.478715852
96,31.202094943,121.239092741
461,31.202136364,121.69415578
481,31.202212732,121.678075042
481,31.202212732,121.678075042
481,31.202212732,121.678075042
481,31.202212732,121.678075042
481,31.202212732,121.678075042
2485,31.202229345,121.5163591
2347,31.202249979,121.479460676
2347,31.202249979,121.479460676
473,31.202274994,121.674220821
2324,31.202345895,121.474763848
464,31.202367946,121.691728011
2503,31.202382099,121.517153263
2503,31.202382099,121.517153263
2503,31.202382099,121.517153263
457,31.202396794,121.697738441
2334,31.202465742,121.477674198
1732,31.202491273,121.568601132
1732,31.202491273,121.568601132
1780,31.202513615,121.564942807
1780,31.202513615,121.564942807
484,31.202525313,121.679634391
484,31.202525313,121.679634391
1798,31.202550236,121.5641872
1798,31.202550236,121.5641872
1798,31.202550236,121.5641872
288,31.202552121,121.301140792
1603,31.20255332,121.574394662
1603,31.20255332,121.574394662
1603,31.20255332,121.574394662
1603,31.20255332,121.574394662
1776,31.202587701,121.566334606
1776,31.202587701,121.566334606
2541,31.202600186,121.518203637
2541,31.202600186,121.518203637
462,31.202621445,121.695739619
1745,31.202625972,121.567623835
316,31.202637796,121.744700104
2497,31.202663105,121.515190204
2497,31.202663105,121.515190204
175,31.202678472,121.758550724
175,31.202678472,121.758550724
462,31.202698939,121.695686574
1707,31.20274535,121.570513928
1707,31.20274535,121.570513928
1707,31.20274535,121.570513928
1707,31.20274535,121.570513928
485,31.20277186,121.685697852
1663,31.202772529,121.437397066
1663,31.202772529,121.437397066
96,31.202776516,121.237217274
2586,31.202793013,121.524035034
2586,31.202793013,121.524035034
2586,31.202793013,121.524035034
2586,31.202793013,121.524035034
485,31.202827117,121.686280845
459,31.202896294,121.694322859
459,31.202896294,121.694322859
2341,31.203003633,121.485138871
2341,31.203003633,121.485138871
2341,31.203003633,121.485138871
454,31.20301957,121.709658211
2538,31.203039312,121.51883027
2538,31.203039312,121.51883027
451,31.203058704,121.709030387
366,31.20305957,121.647770666
366,31.20305957,121.647770666
2335,31.203114884,121.477096017
2335,31.203114884,121.477096017
2230,31.203164343,121.465778336
2338,31.20316811,121.475134474
456,31.203181722,121.699770214
456,31.203181722,121.699770214
456,31.203181722,121.699770214
462,31.20319583,121.695600872
2340,31.203222702,121.476369569
2230,31.203222998,121.465862746
443,31.203223359,121.713163958
451,31.20322856,121.708756318
456,31.203256615,121.700262866
1680,31.203265209,121.438699834
1680,31.203265209,121.438699834
1680,31.203265209,121.438699834
1680,31.203265209,121.438699834
1741,31.203269796,121.568448822
1741,31.203269796,121.568448822
1741,31.203269796,121.568448822
2353,31.203276055,121.479152203
2353,31.203276055,121.479152203
2353,31.203276055,121.479152203
2353,31.203276055,121.479152203
2353,31.203276055,121.479152203
461,31.203284108,121.696338697
455,31.203319078,121.700697358
1563,31.203350176,121.57529835
452,31.203364061,121.704233283
462,31.203383906,121.695483795
462,31.203383906,121.695483795
462,31.203383906,121.695483795
462,31.203383906,121.695483795
462,31.203383906,121.695483795
462,31.203383906,121.695483795
456,31.203387916,121.698833552
456,31.203387916,121.698833552
456,31.203387916,121.698833552
299,31.203395915,121.304152541
299,31.203395915,121.304152541
462,31.203408287,121.695440723
452,31.203439431,121.704665071
433,31.203466228,121.657481575
473,31.203470073,121.688513056
473,31.203470073,121.688513056
473,31.203470073,121.688513056
1375,31.203473624,121.423563315
1375,31.203473624,121.423563315
2272,31.20348562,121.473467686
1721,31.203510575,121.569982168
1721,31.203510575,121.569982168
1382,31.203528612,121.418025953
1382,31.203528612,121.418025953
290,31.20370097,121.641380752
2223,31.203742574,121.465711636
2223,31.203742574,121.465711636
2223,31.203742574,121.465711636
2223,31.203742574,121.465711636
2223,31.203742574,121.465711636
2223,31.203742574,121.465711636
1389,31.203872224,121.4201091
458,31.204056593,121.697705002
470,31.204196384,121.692617132
470,31.204196384,121.692617132
1582,31.204210966,121.575113808
1582,31.204210966,121.575113808
1582,31.204210966,121.575113808
1103,31.20428764,121.598921096
2546,31.204345189,121.519723872
2546,31.204345189,121.519723872
2272,31.204350209,121.472268789
2272,31.204350209,121.472268789
454,31.204427685,121.702160538
454,31.204427685,121.702160538
2338,31.204438149,121.47911117
619,31.204485834,121.370434878
2319,31.204496905,121.477695333
294,31.204505887,121.299028017
488,31.204539819,121.681986063
2332,31.204568556,121.475922731
2336,31.204576266,121.480713027
2336,31.204576266,121.480713027
336,31.204576843,121.633404599
336,31.204576843,121.633404599
336,31.204576843,121.633404599
185,31.204588185,121.755571318
2214,31.204588595,121.464840928
2214,31.204588595,121.464840928
456,31.204618371,121.699501812
456,31.204618371,121.699501812
2322,31.20481805,121.478644285
2344,31.204876638,121.498354237
2344,31.204876638,121.498354237
2421,31.204919333,121.541543257
1377,31.204950722,121.424453749
2520,31.204955428,121.517022207
2520,31.204955428,121.517022207
2520,31.204955428,121.517022207
2173,31.204987986,121.461970421
2173,31.204996878,121.461978459
2635,31.205022833,121.528327175
2635,31.205022833,121.528327175
2635,31.205022833,121.528327175
2635,31.205022833,121.528327175
2635,31.205022833,121.528327175
2635,31.205022833,121.528327175
2510,31.205046428,121.513571786
1980,31.205050567,121.450761504
612,31.205098838,121.617124767
2325,31.205121777,121.479407294
2484,31.205135194,121.515937041
2323,31.205146418,121.49214857
2323,31.205146418,121.49214857
1369,31.205149177,121.423627716
1369,31.205149177,121.423627716
1369,31.205149177,121.423627716
1369,31.205149177,121.423627716
1369,31.205149177,121.423627716
460,31.205254756,121.69684293
460,31.205254756,121.69684293
460,31.205254756,121.69684293
2573,31.205267528,121.522462499
63,31.20529447,121.19945748
2308,31.205298771,121.485461598
2543,31.205310593,121.518805649
447,31.205330217,121.708292347
447,31.205330217,121.708292347
2205,31.205370452,121.46537187
2205,31.205370452,121.46537187
1369,31.205399567,121.420801303
2338,31.205437388,121.497912878
2514,31.205440868,121.517253104
2386,31.205447748,121.542759049
2386,31.205447748,121.542759049
2514,31.205451155,121.517281041
2499,31.205464752,121.512834445
451,31.205497043,121.702790914
2318,31.205554563,121.477887337
2318,31.205554563,121.477887337
464,31.205605264,121.691638131
468,31.205610126,121.624147805
2307,31.205612742,121.483736209
2309,31.205616576,121.487355987
2309,31.205616576,121.487355987
2309,31.205616576,121.487355987
2427,31.205619349,121.538560444
2318,31.205623999,121.478605911
2318,31.205623999,121.478605911
2318,31.205623999,121.478605911
2318,31.205623999,121.478605911
2318,31.205623999,121.478605911
1379,31.205642168,121.41839528
2304,31.205646467,121.485781342
2304,31.205646467,121.485781342
2304,31.205646467,121.485781342
1764,31.20565779,121.444240289
2264,31.205698683,121.472479153
2264,31.205698683,121.472479153
1023,31.205771524,121.396141211
61,31.20580586,121.191278899
61,31.20580586,121.191278899
61,31.20580586,121.191278899
61,31.20580586,121.191278899
237,31.205822466,121.280158992
237,31.205822466,121.280158992
2282,31.20582539,121.474046845
2161,31.205827269,121.549101002
2399,31.205851575,121.500732435
2514,31.205875663,121.514406076
2514,31.205875663,121.514406076
2514,31.205875663,121.514406076
2287,31.205882528,121.474199645
2324,31.205912283,121.478118828
2308,31.20591338,121.485672138
1345,31.205949836,121.415395407
2320,31.205977118,121.477705877
2320,31.205977118,121.477705877
2320,31.205977118,121.477705877
2536,31.206053803,121.517810237
2510,31.206080868,121.514023019
2176,31.206092585,121.548528526
2156,31.2060992,121.458647728
1757,31.206116292,121.443971911
2325,31.206129301,121.484224945
2325,31.206129301,121.484224945
2330,31.206149773,121.497087746
2330,31.206149773,121.497087746
2330,31.206149773,121.497087746
2330,31.206149773,121.497087746
2330,31.206149773,121.497087746
2325,31.206202298,121.492805807
1512,31.206229097,121.435287784
2338,31.206274118,121.480530868
2332,31.206281837,121.481032271
442,31.206337116,121.721660304
2333,31.206412932,121.489961073
2228,31.206415763,121.546840789
455,31.206446174,121.698082454
2421,31.206489306,121.540395373
2577,31.206492742,121.523151192
2316,31.206508675,121.486141769
2233,31.206524693,121.468784759
2421,31.206528348,121.540610373
2169,31.20655652,121.461523427
2169,31.20655652,121.461523427
2338,31.206559307,121.475385109
2338,31.206559307,121.475385109
374,31.206591594,121.629499486
1377,31.206650622,121.422852835
1377,31.206650622,121.422852835
785,31.20668225,121.609519677
785,31.20668225,121.609519677
2318,31.206741683,121.493189581
2318,31.206741683,121.493189581
2318,31.206741683,121.493189581
2318,31.206741683,121.493189581
2318,31.206741683,121.493189581
2332,31.206775098,121.476453554
1378,31.206781933,121.422482702
2330,31.206834399,121.477387184
1959,31.206893939,121.554141711
1959,31.206893939,121.554141711
2314,31.206894519,121.494841688
2314,31.206894519,121.494841688
459,31.206901911,121.694636515
444,31.206935775,121.661643829
444,31.206935775,121.661643829
2143,31.206958754,121.549314324
2143,31.206958754,121.549314324
2143,31.206958754,121.549314324
588,31.206965757,121.617643841
2311,31.20696983,121.48755116
2018,31.206980972,121.552338467
290,31.206984157,121.639772408
290,31.206984157,121.639772408
290,31.206984157,121.639772408
2512,31.20701646,121.51407188
278,31.207019806,121.290030411
15,31.207049385,121.086147102
292,31.207059678,121.639731613
2513,31.20706194,121.514135805
455,31.207122217,121.69818643
2608,31.207138505,121.531985273
2510,31.207172283,121.516433935
2510,31.207172283,121.516433935
2510,31.207172283,121.516433935
1983,31.207218057,121.55338135
57,31.20725684,121.188961001
321,31.207264031,121.6439788
321,31.207264031,121.6439788
1368,31.207315481,121.424924041
433,31.207335468,121.658124338
433,31.207335468,121.658124338
450,31.207364035,121.70443711
450,31.207364035,121.70443711
450,31.207364035,121.70443711
2336,31.207449401,121.497506022
2336,31.207449401,121.497506022
2604,31.207454791,121.531458119
2333,31.207457845,121.481103797
625,31.207477471,121.369147046
116,31.20749889,121.257876888
116,31.20749889,121.257876888
2342,31.207500446,121.498216612
1624,31.207536995,121.436759351
1865,31.207549171,121.5600897
1865,31.207549171,121.5600897
1865,31.207549171,121.5600897
1865,31.207549171,121.5600897
168,31.207582336,121.268886899
117,31.207659269,121.258200738
117,31.207659269,121.258200738
461,31.207665041,121.69477056
461,31.207665041,121.69477056
461,31.207671735,121.69650151
2403,31.207740479,121.539804514
2403,31.207740479,121.539804514
2403,31.207740479,121.539804514
2344,31.207821144,121.491470955
2344,31.207821144,121.491470955
1509,31.207873606,121.434380004
99,31.207917568,121.240755599
99,31.207917568,121.240755599
2319,31.207923899,121.486453529
2319,31.207923899,121.486453529
455,31.207929306,121.624329267
2326,31.208128256,121.496983501
2339,31.208129428,121.481028112
297,31.208144162,121.30144799
1472,31.20819215,121.43372727
304,31.208264899,121.304198273
347,31.208298834,121.646286433
347,31.208298834,121.646286433
2539,31.208313562,121.535404765
1641,31.208348814,121.437157238
2330,31.208395932,121.484053454
2330,31.208395932,121.484053454
2330,31.208395932,121.484053454
2330,31.208395932,121.484053454
2330,31.208395932,121.484053454
2330,31.208395932,121.484053454
2330,31.208395932,121.484053454
2330,31.208395932,121.484053454
2330,31.208395932,121.484053454
433,31.208448155,121.723685837
433,31.208448155,121.723685837
2307,31.208452585,121.487655078
373,31.208495885,121.628016239
106,31.208513674,121.77246635
106,31.208513674,121.77246635
2619,31.208540618,121.529006676
219,31.208601212,121.275882687
2267,31.208613675,121.47322065
1898,31.208679133,121.55660288
1898,31.208679133,121.55660288
1388,31.208699542,121.427172707
448,31.208724784,121.662327403
448,31.208724784,121.662327403
448,31.208724784,121.662327403
448,31.208724784,121.662327403
448,31.208724784,121.662327403
2314,31.20875147,121.496446825
2357,31.208754896,121.542999285
446,31.208808294,121.706693864
1469,31.208839188,121.433716953
1469,31.208839188,121.433716953
1909,31.208885283,121.556196092
2324,31.208902179,121.482976032
471,31.208985813,121.689210049
2619,31.208987385,121.525311202
471,31.209010735,121.689240096
2325,31.20901998,121.484231883
2325,31.20901998,121.484231883
2325,31.20901998,121.484231883
2325,31.20901998,121.484231883
2325,31.20901998,121.484231883
538,31.209023098,121.620069601
2317,31.209072976,121.484290198
447,31.209085201,121.708697938
447,31.209085201,121.708697938
2318,31.209100269,121.483085736
1804,31.209118875,121.56375708
1804,31.209118875,121.56375708
1804,31.209118875,121.56375708
1804,31.209118875,121.56375708
2389,31.209180349,121.500249049
2389,31.209180349,121.500249049
2389,31.209180349,121.500249049
2307,31.209202539,121.486375476
2318,31.209217809,121.484073364
2318,31.209217809,121.484073364
2318,31.209217809,121.484073364
2561,31.209227705,121.533511987
2302,31.209284447,121.486564361
2300,31.209330567,121.486618637
2589,31.209403634,121.532498092
2327,31.209407208,121.479394539
1796,31.209412893,121.564141131
1499,31.2094567,121.435174352
1394,31.209457593,121.428168375
1394,31.209457593,121.428168375
2307,31.20950969,121.488497532
2315,31.209522355,121.493033879
2315,31.209522355,121.493033879
2315,31.209522355,121.493033879
2294,31.209601235,121.486765526
2332,31.209601434,121.49804135
2332,31.209601434,121.49804135
2332,31.209601434,121.49804135
1421,31.209602251,121.431645458
2325,31.209606588,121.491548008
530,31.209665358,121.620055217
2311,31.209689321,121.477116719
2296,31.209699081,121.486715411
2296,31.209699081,121.486715411
2392,31.209738985,121.500666252
2392,31.209738985,121.500666252
2392,31.209738985,121.500666252
2392,31.209738985,121.500666252
475,31.209783083,121.688332312
475,31.209783083,121.688332312
475,31.209783083,121.688332312
475,31.209783083,121.688332312
2305,31.2098085,121.486448388
340,31.20985934,121.317791341
340,31.20985934,121.317791341
340,31.20985934,121.317791341
2318,31.209867354,121.492407182
1669,31.209917612,121.441175483
1669,31.209917612,121.441175483
1669,31.209917612,121.441175483
1669,31.209917612,121.441175483
121,31.209935147,121.768179815
2300,31.210070192,121.485220328
2600,31.210075441,121.524791406
2288,31.210093258,121.485747656
2379,31.210167999,121.50002867
2379,31.210167999,121.50002867
2379,31.210167999,121.50002867
2299,31.21017056,121.485200339
298,31.210186126,121.306768897
298,31.210186126,121.306768897
298,31.210186126,121.306768897
298,31.210186126,121.306768897
298,31.210186126,121.306768897
2182,31.210188643,121.546717119
2301,31.210214974,121.488752237
1926,31.210249117,121.554259739
1926,31.210249117,121.554259739
557,31.21027949,121.618386741
557,31.21027949,121.618386741
557,31.21027949,121.618386741
441,31.210321521,121.721752726
441,31.210321521,121.721752726
441,31.210321521,121.721752726
441,31.210321521,121.721752726
441,31.210321521,121.721752726
441,31.210321521,121.721752726
441,31.210321521,121.721752726
441,31.210321521,121.721752726
654,31.210325318,121.375157002
654,31.210325318,121.375157002
296,31.210357489,121.301599488
1708,31.210365307,121.443564457
1404,31.210380284,121.432010984
2317,31.210453557,121.490271269
2317,31.210453557,121.490271269
2317,31.210453557,121.490271269
2317,31.210453557,121.490271269
2389,31.21046323,121.501584241
2389,31.21046323,121.501584241
2389,31.21046323,121.501584241
2389,31.21046323,121.501584241
2389,31.21046323,121.501584241
1361,31.210496865,121.427663469
2377,31.210523998,121.50206088
2345,31.210562297,121.498462172
2345,31.210562297,121.498462172
1907,31.210566572,121.554923152
1907,31.210566572,121.554923152
2315,31.210577455,121.483886862
2266,31.210583294,121.474121967
2154,31.210587449,121.462475851
1390,31.210597427,121.58277496
1390,31.210597427,121.58277496
2402,31.210640612,121.504221906
2452,31.210649775,121.536117583
2317,31.210652016,121.491096453
2317,31.210652016,121.491096453
2317,31.210652016,121.491096453
2311,31.210685338,121.48216301
2350,31.210712487,121.498966312
464,31.210782638,121.668965522
464,31.210782638,121.668965522
464,31.210782638,121.668965522
544,31.210794829,121.618487452
317,31.210831793,121.642543815
2323,31.210863452,121.479616045
469,31.210887268,121.693521356
469,31.210887268,121.693521356
469,31.210887268,121.693521356
428,31.210891929,121.654137582
428,31.210891929,121.654137582
1442,31.210965863,121.433395063
641,31.210968398,121.36747081
2384,31.211012703,121.499953374
1891,31.211024755,121.555022328
1891,31.211024755,121.555022328
1891,31.211024755,121.555022328
1891,31.211024755,121.555022328
1891,31.211024755,121.555022328
1891,31.211024755,121.555022328
1891,31.211024755,121.555022328
1891,31.211024755,121.555022328
1918,31.2111384,121.554091115
2397,31.211153403,121.501584918
2397,31.211153403,121.501584918
2397,31.211153403,121.501584918
2397,31.211153403,121.501584918
2324,31.211247972,121.490256992
2316,31.211258309,121.483172258
2314,31.211267177,121.492685469
2314,31.211267177,121.492685469
1841,31.211289437,121.559233894
1392,31.211326864,121.429805824
729,31.211330224,121.378668334
1626,31.211342227,121.43818298
2366,31.211343867,121.539304558
1052,31.211379283,121.400689836
2389,31.211421575,121.500306347
1340,31.211512571,121.416043795
486,31.211660491,121.678376896
2331,31.211715963,121.482696501
490,31.211725284,121.622448481
1861,31.211760358,121.557200526
2291,31.211777142,121.543866282
2318,31.211785811,121.487135212
2318,31.211785811,121.487135212
2318,31.211785811,121.487135212
2324,31.211804171,121.496251339
2324,31.211804171,121.496251339
2324,31.211804171,121.496251339
485,31.211923654,121.6771937
422,31.211966065,121.652439903
2323,31.212082238,121.48761247
1434,31.212116832,121.433042298
2570,31.212117446,121.520863971
2349,31.212158461,121.49175722
376,31.212182197,121.630451223
2344,31.212197496,121.490237836
332,31.212214016,121.312996538
2580,31.212217483,121.531973394
1346,31.212235309,121.416960962
2278,31.212254649,121.544284838
2278,31.212254649,121.544284838
2278,31.212254649,121.544284838
2319,31.212254789,121.485988799
2413,31.212259871,121.500976164
2413,31.212259871,121.500976164
2568,31.212278613,121.522700646
2401,31.212344223,121.501098417
2560,31.212366052,121.519961163
2396,31.212408466,121.502062708
2396,31.212408466,121.502062708
2396,31.212408466,121.502062708
1779,31.212459613,121.565295618
1779,31.212459613,121.565295618
2324,31.212460389,121.487358785
2421,31.212575913,121.50135699
2341,31.212640562,121.482510519
2341,31.212640562,121.482510519
2341,31.212640562,121.482510519
2341,31.212640562,121.482510519
2341,31.212640562,121.482510519
2341,31.212641042,121.48265017
2341,31.212641042,121.48265017
2341,31.212641042,121.48265017
2341,31.212641042,121.48265017
2341,31.212641042,121.48265017
2341,31.212641042,121.48265017
2341,31.212641042,121.48265017
2341,31.212641042,121.48265017
2255,31.21264575,121.472524245
2574,31.212665477,121.520933263
2418,31.21268743,121.503392288
265,31.212746225,121.285030043
2332,31.212749437,121.483468046
2332,31.212749437,121.483468046
2332,31.212749437,121.483468046
2337,31.212769929,121.48265833
2337,31.212769929,121.48265833
2337,31.212769929,121.48265833
2337,31.212769929,121.48265833
2337,31.212769929,121.48265833
2416,31.21283138,121.503117189
2341,31.212832263,121.481268859
2252,31.212832394,121.472330494
2252,31.212832394,121.472330494
2343,31.212834576,121.482016391
668,31.212844801,121.375456252
2197,31.212912549,121.468778027
2329,31.212915646,121.482454518
