R,G,B,Transparency,Distance
143,34,39,255,51.593915482971425
193,129,39,255,87.0996042502542
165,98,19,255,71.69392890480724
162,93,18,255,69.8735222503425
167,95,19,255,70.54593331286556
176,105,27,255,71.4439334670271
185,114,34,255,75.55746147759695
192,119,42,255,77.69928005621271
197,114,46,255,74.79537763317987
200,95,37,255,70.32760139863204
200,64,14,255,79.99208065073805
212,75,20,255,83.74332110356018
223,113,38,255,94.57921639822308
135,92,60,255,41.45330148879421
99,74,70,255,58.54145974350322
124,94,92,255,46.16311608116374
123,93,91,255,45.934878382675606
136,108,107,255,56.4016409992587
138,112,115,255,63.08554679933032
104,95,112,255,68.67551347512979
120,109,125,255,73.70740051146062
109,99,108,255,65.33501162666899
96,87,92,255,65.40059448633819
126,24,72,255,48.9363135696848
138,30,90,255,37.85573556943488
145,34,102,255,37.036626028563326
152,41,110,255,36.59367683202354
160,56,119,255,39.388878703972075
142,53,107,255,31.194761716151497
109,25,77,255,59.57365614741371
135,45,107,255,37.697612174238465
158,58,130,255,49.868712148923805
173,59,146,255,68.01819007362434
162,42,131,255,54.90777683761669
171,77,137,255,60.56484441468297
137,36,44,255,48.46692553677749
139,37,41,255,49.55093608756214
135,33,37,255,56.13567787055278
195,129,35,255,89.93209043582199
203,133,45,255,92.34801436434095
172,99,20,255,72.62427750063426
168,94,19,255,70.25928895611638
166,95,17,255,72.13898589752283
164,96,15,255,74.09250223893736
177,109,26,255,74.91644799969956
184,116,33,255,77.17263647779754
191,119,43,255,76.74121663087229
203,109,45,255,75.54142701019225
201,71,19,255,76.96844059456028
205,65,12,255,84.52131235765052
206,87,21,255,81.85820655669592
215,110,27,255,93.19430305149437
114,84,82,255,46.80631307211667
125,95,93,255,46.45485465066916
138,110,109,255,58.35396795414053
136,107,109,255,56.57794773798411
99,88,104,255,66.3577875612883
113,103,114,255,67.75863365175553
112,101,109,255,64.85883135015521
97,86,92,255,64.11611916516964
131,27,80,255,42.842247915472335
148,40,102,255,31.870783036342583
145,34,102,255,37.036626028563326
152,46,112,255,35.69913706932504
154,61,118,255,37.66745721682522
117,30,85,255,50.33364988570907
114,24,85,255,56.528233362163135
142,47,113,255,38.40786738076372
157,53,128,255,48.53194391586546
158,38,128,255,53.488567905176154
168,50,138,255,60.23592466009244
154,64,118,255,37.69009688855812
132,40,41,255,50.907245685853034
128,37,36,255,57.929194192428795
177,99,14,255,78.9041238615659
197,119,36,255,83.21510200153563
178,101,23,255,72.85190936731564
172,96,20,255,71.15180680911477
165,94,14,255,74.2194401696924
161,93,10,255,77.02045463526484
168,100,15,255,76.55589016749032
179,111,26,255,76.7725660411754
186,119,38,255,77.18132292858618
201,117,45,255,79.57789504654994
206,85,30,255,74.95214132141867
198,62,12,255,80.56483412910734
196,70,12,255,79.90511049710209
221,117,46,255,92.12512475506685
220,117,42,255,92.99384623483269
162,120,80,255,58.16170634571378
123,93,93,255,46.43813955101825
127,99,98,255,49.69872230533761
132,103,105,255,53.07526008485368
141,115,118,255,66.39914847229515
106,98,113,255,69.17146401000817
81,70,87,255,75.094844225426
115,103,117,255,68.09096415244132
109,97,107,255,63.80660222579599
115,104,110,255,65.2322079501731
122,23,69,255,52.7506568241115
139,34,91,255,34.318843513182614
147,38,105,255,35.54058796389377
145,38,106,255,36.75543407198908
151,55,118,255,38.55907402170584
132,41,100,255,37.18205299349071
114,24,86,255,56.61876935709126
127,30,97,255,46.04866453769664
161,60,130,255,49.98648652164705
170,54,143,255,64.82496508155323
151,35,124,255,51.603213526682616
126,33,80,255,41.446737005073466
122,41,38,255,57.9767888616331
124,41,37,255,57.59756510222736
162,66,0,255,80.73762879056719
184,95,17,255,76.87503694628268
183,102,23,255,75.08000883868866
174,98,20,255,72.60945067865852
167,96,16,255,73.6244916293902
165,97,16,255,73.8018910483921
162,92,7,255,79.46733782168434
175,105,20,255,76.55273232392884
180,114,28,255,77.65583292640969
194,115,40,255,76.85591026983546
210,101,42,255,77.19248485894119
194,68,18,255,73.58489808843309
195,63,14,255,77.29893879012948
205,89,28,255,76.95065190360005
220,114,38,255,93.01168669260261
136,101,69,255,44.83187449899938
111,81,81,255,48.210558941566404
119,90,92,255,47.24108579702064
131,102,104,255,52.306433627069836
134,105,109,255,55.74505766960071
101,88,105,255,65.03856688117176
113,99,112,255,64.4241408250105
114,101,108,255,63.09389402396092
109,97,101,255,61.54526162764289
123,21,71,255,53.25589015164205
140,34,98,255,36.656484052132065
143,36,106,255,38.69637215767627
148,45,114,255,38.490476476665506
149,53,117,255,38.301509073300416
113,24,82,255,57.10080445950452
109,21,79,255,62.07441904130512
133,41,104,255,38.85470677279235
157,42,133,255,56.39426718665663
159,43,134,255,57.074874275318784
123,56,48,255,46.22212490268
131,61,51,255,38.206298593873115
152,48,0,255,81.69609295236761
177,81,7,255,78.7649490914952
185,102,24,255,75.08439877328145
178,102,24,255,72.61000802247403
169,98,18,255,73.18883956089034
170,102,21,255,72.95080735521532
162,90,6,255,79.67230713246407
170,100,15,255,76.91046518387533
175,109,23,255,76.5854243053824
187,110,32,255,74.98388364902
212,108,47,255,80.08929558407708
197,75,26,255,69.65121730641532
196,61,16,255,76.12282166701894
192,71,16,255,74.5757347170024
208,125,45,255,89.22244434517525
112,82,84,255,47.830596700006744
125,95,97,255,47.69726434998231
131,102,106,255,53.23956002552716
138,113,117,255,64.98340294255904
110,101,118,255,70.57228603937618
128,114,127,255,74.87171318607436
111,98,105,255,62.11101963606307
115,103,105,255,62.461611263536604
92,80,82,255,65.86340025329521
124,18,82,255,54.25287157741437
141,34,106,255,40.741336533187415
145,39,111,255,39.80891867707287
154,55,120,255,40.297803234604814
124,35,93,255,43.424928867326535
117,27,88,255,52.65455222411992
162,59,132,255,52.14187918883661
171,58,148,255,69.52681431117946
154,35,127,255,54.00228031174479
175,55,144,255,66.96362447659858
158,71,106,255,27.210813796989925
124,50,65,255,37.03277275021416
128,64,64,255,31.968339233889694
137,77,67,255,27.128736122360976
137,73,61,255,28.81371729623521
