R,G,B,Transparency,Distance
25,11,24,255,43.115466756206146
27,9,23,255,41.89994980236606
44,23,38,255,23.06940441517417
10,4,14,255,61.415552061616346
23,13,24,255,44.68979975901108
70,56,69,255,51.29012075094006
69,51,63,255,43.47049616010602
29,7,19,255,41.77270950593074
29,3,14,255,45.02350976699471
30,3,10,255,46.056153552561575
52,21,27,255,15.511871182844562
65,28,35,255,8.63460345536055
68,22,32,255,3.024793570639581
58,1,16,255,26.563758151148797
76,7,28,255,16.75483603536266
104,24,51,255,42.047556507670926
108,8,42,255,44.27885245700895
103,12,27,255,38.00101722659764
93,3,13,255,37.30618310551239
88,0,4,255,41.215960694284526
107,12,18,255,44.068235299568634
150,4,7,255,89.05728971723678
102,71,42,255,63.16245703543429
75,65,56,255,51.56451830212741
61,55,59,255,44.18012081838703
35,19,29,255,31.52397352313303
22,1,16,255,50.959844238445385
30,7,25,255,39.24336403116662
70,49,66,255,44.32035094539086
55,52,63,255,45.52758401987956
20,12,25,255,47.57420704261057
39,28,42,255,29.903110998477416
48,30,42,255,22.837293264604753
33,13,24,255,35.09736081921867
20,0,5,255,57.53487582501494
36,9,14,255,37.28084109284193
55,23,28,255,12.738881220297374
71,30,38,255,12.402305701547851
59,9,20,255,18.307535288731238
67,4,21,255,19.750340188780886
88,16,38,255,22.617870028848742
109,6,49,255,47.66170424465865
120,23,54,255,57.80275338241562
105,15,27,255,39.468375575713964
80,0,0,255,40.7753158625993
92,1,8,255,40.43028385339621
72,53,36,255,33.918466180017184
78,68,67,255,60.24260971624922
53,36,42,255,22.877004561564476
20,0,11,255,54.87148297447667
37,16,31,255,29.56602885892491
31,13,29,255,36.11661924970697
15,9,23,255,53.31069266734482
16,8,23,255,52.563414921641055
74,62,76,255,60.841990978213616
79,65,78,255,65.13849161021547
38,22,33,255,28.360407710273797
28,8,17,255,43.07981802857234
24,1,7,255,53.00856978049689
39,10,15,255,34.05789250521127
63,26,33,255,7.089226460432925
62,16,26,255,8.95832802887439
60,6,19,255,20.53731961432988
70,6,23,255,17.34473510878697
100,28,50,255,38.69578161487407
105,4,44,255,43.233096649179664
109,16,34,255,42.9058732682158
88,0,8,255,38.51191011923112
92,3,9,255,38.92139308177055
102,12,14,255,41.173708727199426
79,61,51,255,46.82857390089721
74,54,53,255,40.4688008746255
37,18,24,255,30.652788442300444
22,6,19,255,48.39550255798824
31,17,34,255,35.38718714106156
52,38,55,255,32.00617263136509
69,63,77,255,61.8232122128953
22,14,29,255,44.808596533440586
21,10,26,255,46.81568908721229
66,52,65,255,45.49810981346334
29,13,23,255,39.151796531131566
34,15,21,255,34.729592162194976
18,0,0,255,61.67509929506757
56,24,29,255,11.807993786281228
65,25,33,255,5.440994463992718
61,14,24,255,11.849770016598907
61,5,18,255,21.62316307166719
73,10,27,255,13.227761437395195
104,32,54,255,44.92173198836027
115,11,62,255,57.399254591158396
117,16,56,255,55.8470779541906
118,23,47,255,53.707618946527965
103,11,24,255,38.79673231861269
96,7,13,255,37.99306949265537
92,4,3,255,42.49516619160571
121,30,29,255,55.83120359759989
94,63,43,255,52.38535635160446
85,61,51,255,48.80269719980795
62,44,42,255,26.27156944389625
20,7,16,255,50.88682074055278
28,16,30,255,38.559891475995116
35,21,38,255,31.69939279867292
24,15,32,255,42.539752017912974
15,6,23,255,53.99336902933019
51,43,58,255,37.458635535013585
52,39,49,255,28.867964887314734
20,3,11,255,53.866740177524605
34,13,18,255,36.18938632048662
34,5,10,255,42.23969613215123
53,18,24,255,16.094343529535408
60,19,27,255,8.670140661057658
55,8,18,255,22.079839545934668
59,5,19,255,21.534503144926752
94,31,48,255,33.512919082002846
112,37,58,255,54.93633703038972
98,0,45,255,39.250770081436
118,25,44,255,53.16355438442793
80,0,1,255,39.97160660974831
92,6,7,255,39.0309491355372
107,17,17,255,43.827120603261726
83,53,29,255,37.468024720929094
84,68,55,255,55.970747096781615
32,24,22,255,36.2292199313113
17,10,18,255,52.393000686762555
23,9,24,255,45.46262345180885
57,36,53,255,27.447193212903667
75,68,84,255,70.8133337502027
14,7,23,255,54.7028451141705
23,16,32,255,43.43671104253896
25,12,21,255,43.64878735590723
37,18,24,255,30.652788442300444
23,0,4,255,55.664647175045786
39,8,14,255,35.20899110933201
58,21,29,255,9.252673695585491
56,14,24,255,14.76799859355786
50,4,15,255,28.871423972476954
75,18,33,255,8.898136311436865
104,35,53,255,45.38287239806443
112,32,57,255,53.11297474085219
104,1,46,255,44.091902221209764
104,16,28,255,38.23575533846352
83,0,0,255,41.881026060579245
92,2,4,255,42.58847338461603
126,27,30,255,60.24785025109762
82,60,36,255,43.36107709562916
59,49,40,255,30.992024579531044
21,12,15,255,49.302538640857485
19,6,16,255,52.0521071027761
37,16,31,255,29.56602885892491
42,35,51,255,33.89086446110861
17,10,26,255,50.693689263269846
43,37,51,255,34.14995436319645
63,51,61,255,42.15080323649808
30,14,24,255,37.78905653925667
28,7,14,255,44.55311268273882
28,1,8,255,49.36466382983995
47,16,24,255,21.565619341270335
56,20,30,255,10.686608308862144
52,12,23,255,19.025461411231355
53,5,17,255,25.431103058558904
86,24,39,255,21.08074552467101
105,32,52,255,44.88007080756444
110,10,48,255,47.25809798344109
120,29,47,255,56.311009108073655
98,11,19,255,35.740011405516725
85,0,0,255,42.719429428325725
107,10,17,255,44.80783832610809
92,59,26,255,47.478605816986715
77,60,42,255,42.66705341975855
41,30,26,255,28.15390149794698
17,4,11,255,56.176629971952345
30,14,24,255,37.78905653925667
47,27,36,255,20.825790479670044
15,8,24,255,53.343705215301064
32,25,41,255,35.59627043386884
74,66,81,255,67.16837569810093
51,38,48,255,28.18172766569192
34,14,25,255,33.719050386783394
20,0,7,255,56.59035110987874
33,6,15,255,40.209750684785746
51,19,30,255,15.565934354069308
55,22,33,255,11.498340456284115
50,6,19,255,25.43884751648981
64,6,21,255,18.32610196059629
95,26,45,255,31.78618340978721
111,36,59,255,54.26838311893973
101,0,46,255,42.013329592495516
108,15,42,255,42.96150485986001
109,18,35,255,42.81566241304344
90,0,10,255,38.448698682347946
91,0,5,255,42.204885113156216
124,24,32,255,57.89934371034531
82,54,32,255,37.739622345021495
62,45,37,255,25.966567400056714
27,17,18,255,42.104004320862735
19,10,15,255,51.48443428793492
24,12,16,255,46.186981151566435
81,65,66,255,57.97169120193155
49,42,60,255,39.0748506592767
17,10,28,255,50.45845849469071
37,30,46,255,33.657726919107
42,24,36,255,24.832322255107268
25,3,15,255,48.00375786767982
25,0,10,255,51.16737202100095
38,10,22,255,31.830740603813492
53,23,35,255,13.822823403277189
59,18,32,255,7.525916833775689
54,0,16,255,28.74356650936466
83,19,36,255,17.0230704824403
105,33,53,255,45.595018640270524
111,33,57,255,52.49862331785375
115,29,58,255,55.57642435196466
95,0,36,255,34.97574059781987
119,27,50,255,55.898210270916415
101,7,25,255,37.828983751846785
90,0,6,255,40.96206324499604
108,12,23,255,43.588860643106976
76,54,41,255,36.54336787692242
44,39,35,255,29.53304677441609
12,12,12,255,58.67920911232122
19,15,14,255,51.141510653317525
45,34,32,255,25.640720780500878
20,13,31,255,46.79214572122609
23,16,32,255,43.43671104253896
70,59,75,255,57.67183236033919
78,60,74,255,58.70465519491071
42,20,33,255,24.269472664084642
26,2,15,255,47.51045574367117
28,2,15,255,45.827641350675265
42,14,28,255,25.416538709564083
58,22,36,255,9.105748033522163
58,4,20,255,21.972507952582788
72,8,25,255,15.268892593047124
90,23,40,255,24.975535607677166
107,34,53,255,47.59639744188931
114,32,55,255,53.9973285457505
96,3,34,255,34.12194652651827
107,12,34,255,41.46874223718226
99,5,19,255,38.50092156812012
95,3,14,255,38.25942440715142
113,22,29,255,46.95476467003558
93,61,40,255,49.6919311074567
60,54,42,255,36.01508340542261
21,26,19,255,47.78389238373732
16,17,11,255,54.91735002339234
21,11,9,255,51.947479158954046
84,58,61,255,50.67072191849466
56,49,65,255,44.61709772149449
22,15,31,255,44.56005210590552
34,26,41,255,33.84679886548794
57,39,51,255,27.998010041102216
30,10,21,255,39.400201381952265
23,0,12,255,51.95552478110669
32,6,17,255,40.20653304221468
47,15,28,255,20.442742595029067
59,12,28,255,11.693396086708876
57,0,17,255,26.99424989030401
73,12,27,255,11.837977375143648
100,33,50,255,40.065865821300555
109,34,54,255,49.73378436747804
110,26,52,255,48.11498639311495
106,7,53,255,46.28431607182883
105,6,37,255,41.28612385147045
108,13,35,255,42.317918252743425
84,0,10,255,35.0644336897323
95,8,17,255,34.885562902154305
59,44,23,255,27.236837678562704
33,35,22,255,38.21548411995418
16,16,4,255,58.12583467666316
23,13,11,255,48.97795255004017
40,16,29,255,26.820479491230046
39,30,47,255,32.355445282451235
24,17,33,255,42.3544270260505
54,46,61,255,40.355894782311736
41,26,33,255,26.03910054254333
25,6,12,255,48.2679807858615
27,6,11,255,47.02791006061557
32,5,12,255,42.77228688159136
47,14,25,255,21.610526443206606
60,18,32,255,6.565369569666296
46,0,14,255,34.03335842904238
80,22,37,255,14.499654246303502
104,36,51,255,44.88854221741246
110,33,51,255,49.14288442139016
111,3,53,255,51.7902800711134
113,13,47,255,49.25814539210366
87,2,25,255,28.40099954067757
82,0,11,255,33.43184341995789
116,25,30,255,50.09982924337158
37,31,7,255,40.71129449779884
26,22,10,255,46.404407177771496
16,8,6,255,58.22510125915753
29,8,23,255,40.310706795970376
67,42,63,255,37.423476174816095
78,69,86,255,73.36013984033922
32,25,41,255,35.59627043386884
32,26,40,255,35.546779535933766
76,63,70,255,57.80693283001879
35,20,25,255,32.26346415766834
29,10,14,255,42.92074739159227
26,3,9,255,49.7414084561126
44,16,28,255,23.110469109460475
51,17,31,255,15.628090986910523
51,8,25,255,20.817813518061378
63,10,26,255,12.378375798180791
89,27,40,255,24.892585178572862
104,32,46,255,41.77485361645462
116,33,49,255,53.9222134847875
103,2,44,255,42.249346780663394
93,7,36,255,29.75646565849863
88,5,23,255,28.06459654622092
95,5,14,255,37.42923445191349
73,51,12,255,38.253001650053704
48,36,24,255,26.06110028121799
22,13,18,255,47.20271010741566
22,8,21,255,47.32329876571882
32,14,28,255,35.090652687016956
45,38,54,255,35.07191984276407
26,20,34,255,40.282450276816746
47,41,53,255,35.023020579569945
65,50,57,255,38.69916920752879
29,10,16,255,42.076079418029664
26,3,11,255,48.80997457218447
32,6,17,255,40.20653304221468
42,10,23,255,27.967080867451305
55,17,32,255,11.627501569746354
53,5,19,255,24.226987128293704
80,19,34,255,13.790760164635229
100,29,43,255,36.40363819376831
113,32,47,255,50.3231877619301
118,29,51,255,55.573485090047214
93,3,38,255,31.92687080885513
90,5,28,255,28.356051249170793
86,0,10,255,36.117084832201186
109,17,22,255,44.19570752365318
73,52,35,255,33.04908519592853
32,20,24,255,35.417992715443965
26,14,24,255,41.64317687854241
22,9,19,255,47.632664437074126
57,36,45,255,22.282836558854136
76,68,83,255,70.22741586407162
41,35,49,255,33.61428473111362
29,23,35,255,37.4689039778425
47,30,38,255,22.420203058340938
33,12,19,255,36.8880463332077
23,0,10,255,52.79366110377956
35,7,19,255,36.52050355418484
52,16,30,255,15.03385885852088
50,6,21,255,24.399607896576626
66,12,26,255,10.381819844465477
88,22,36,255,22.064773943363893
107,30,46,255,43.992821223224745
117,32,53,255,55.918686927810036
115,22,53,255,52.74609049481091
100,5,47,255,39.39122047543633
85,0,26,255,28.06468214134524
93,6,23,255,31.64690923508963
91,4,13,255,35.445789721095515
123,28,32,255,57.342806175411916
42,24,20,255,27.83876808096541
27,18,21,255,41.08087208793542
23,13,21,255,45.38578355268652
35,16,22,255,33.336079467513954
88,63,67,255,59.21071246129208
56,50,64,255,44.57762303740009
31,25,39,255,36.172142774022504
43,35,48,255,31.650379042113066
43,26,34,255,24.126065056888088
24,5,11,255,49.8462470666778
32,9,17,255,39.28500162669414
36,6,18,255,36.435242062239695
48,10,25,255,22.161936629509093
53,5,19,255,24.226987128293704
72,11,27,255,12.003792612842586
97,26,40,255,32.15238725517521
114,35,54,255,54.363173126139806
114,26,51,255,51.41796940690552
92,0,37,255,32.66514076876972
86,0,25,255,28.99979458241734
79,0,11,255,32.12933541585331
101,19,25,255,35.637287015654394
77,52,30,255,34.15532007650709
33,22,16,255,37.406407030354416
20,11,16,255,50.037951561396866
27,7,16,255,44.61749767594431
53,30,36,255,17.06597559538063
31,25,39,255,36.172142774022504
31,23,36,255,35.55208887485091
75,65,76,255,63.094837927718615
65,49,59,255,39.22052500984048
27,10,16,255,43.857350038477655
25,6,12,255,48.2679807858615
24,0,9,255,52.42644709369868
48,14,28,255,19.768367670577177
51,7,22,255,22.682382767661235
62,9,25,255,14.002662778520982
84,22,35,255,17.997018761796358
104,31,48,255,42.16351834667963
113,31,53,255,52.090871717566586
115,26,56,255,54.27510467678091
79,0,26,255,24.471176173416573
75,0,17,255,26.81516899617141
84,8,20,255,24.883732948214394
111,30,36,255,46.00214582028602
59,40,23,255,23.738518389925392
30,16,16,255,40.20389557815327
27,7,18,255,43.89677666301206
29,8,15,255,42.9898763923884
81,60,57,255,49.18211392528876
50,44,58,255,38.50021740967806
34,28,42,255,34.523510545718
43,35,48,255,31.650379042113066
50,37,44,255,26.186853531915926
25,10,15,255,46.037320668486345
25,3,15,255,48.00375786767982
39,11,25,255,29.70776956351211
49,11,26,255,20.549964907084096
58,11,27,255,13.400965992369633
70,14,27,255,9.05029191971235
87,23,37,255,21.379302254493183
107,33,50,255,46.114273037663764
109,25,48,255,45.61352254856479
106,15,59,255,47.744232789044176
76,0,28,255,22.531098634058658
71,0,16,255,26.421425461809065
87,14,23,255,23.693777379488143
93,62,33,255,50.031483849122274
51,31,24,255,20.992017979113925
32,11,18,255,38.38721583768309
21,1,10,255,54.09088059729504
52,33,29,255,19.894930617402746
26,20,34,255,40.282450276816746
44,36,51,255,32.97123016450714
71,60,76,255,59.15395058921321
37,25,29,255,30.003038521978013
30,13,23,255,38.20114952475276
24,0,13,255,50.72419698671745
37,5,20,255,35.22237076384795
50,9,23,255,21.869906757478628
59,9,21,255,17.61444860385564
77,19,31,255,10.930793745978248
99,31,44,255,36.345937975307514
108,31,49,255,46.116416211909716
106,19,70,255,54.33205591509531
79,0,38,255,24.001539087049792
64,0,18,255,24.840391546665558
75,3,17,255,24.694115530382792
112,24,36,255,46.03444326152897
72,41,23,255,24.18966240690034
29,4,7,255,48.05182401007716
27,7,16,255,44.61749767594431
33,17,17,255,36.99232554146666
67,48,42,255,29.712736316468224
47,40,56,255,36.25381092356071
46,37,54,255,33.95470802421622
73,62,68,255,55.339494058382726
23,10,17,255,47.12442562066641
27,7,18,255,43.89677666301206
30,4,17,255,42.62008865300661
37,3,17,255,37.28461496015481
52,10,22,255,20.437739477514327
62,10,22,255,15.242956698904143
85,25,35,255,19.5730271354357
101,33,46,255,39.41226271516167
112,33,52,255,51.29381392837374
113,24,52,255,50.64861143320751
106,23,75,255,57.94665760584688
60,0,19,255,24.945728890369555
72,0,21,255,23.75018175046216
85,0,14,255,33.141981963333976
54,25,17,255,20.8049516478691
26,7,9,255,48.544163259627595
27,11,11,255,45.820676707069495
43,25,23,255,25.852515028856555
29,20,37,255,37.48837972366352
43,34,51,255,32.733367218692
70,61,78,255,61.22510218283051
59,46,53,255,33.854067709953505
22,5,13,255,50.73386386208885
24,3,12,255,50.045851598431646
35,7,19,255,36.52050355418484
41,5,17,255,33.30413130538524
54,11,21,255,19.212224450091295
70,17,27,255,7.526874342426008
86,24,35,255,20.297438922115457
102,30,44,255,38.79225631040543
109,27,50,255,46.58286570744298
114,23,58,255,54.00724195219506
102,21,64,255,47.35673145860951
67,0,19,255,24.15661324883026
84,0,18,255,30.435803260953897
114,20,34,255,47.744793425824994
98,64,39,255,54.82020053265138
36,13,7,255,40.42856075945757
23,4,6,255,53.33935619260271
30,11,13,255,42.298159258121636
69,43,42,255,25.13694327045991
57,48,65,255,43.74434871662732
48,39,56,255,35.174158725317014
54,45,62,255,40.42423996942752
39,24,31,255,27.671926424458746
24,4,13,255,49.3079327423779
28,5,15,255,44.75398044085891
33,3,15,255,41.328900258753166
44,6,19,255,29.636920261438576
58,10,22,255,16.807412511600322
73,17,28,255,8.78354989902027
93,27,39,255,28.36188391472507
108,31,51,255,46.85007734005947
111,25,54,255,49.72062402767695
116,19,60,255,56.6179240279758
80,0,33,255,24.021319189334903
81,0,18,255,28.79139037884965
93,5,19,255,33.54896483067973
118,27,34,255,52.25416765941714
71,44,25,255,25.9928272805507
27,7,6,255,49.2919018314933
27,8,14,255,45.14529005520197
41,15,16,255,30.787698666601834
88,58,56,255,49.697745592555
40,31,48,255,32.31136737957258
57,48,65,255,43.74434871662732
78,66,70,255,60.44267402707914
34,19,24,255,33.49300668708527
23,3,12,255,50.89324718285179
31,5,18,255,41.03195802422978
34,2,15,255,40.950709788115674
50,8,20,255,23.862144705091485
64,12,25,255,11.302651247314545
85,23,36,255,19.262458483393576
103,30,47,255,40.652338885466094
108,26,49,255,45.15322530014502
110,19,54,255,48.540536598135105
105,15,76,255,58.10161170572206
78,0,21,255,25.862309517217085
73,0,6,255,34.058648204698216
98,18,21,255,33.95038207031163
49,25,21,255,21.65489670171947
24,3,10,255,50.91543341338438
38,12,13,255,35.446206026166514
69,39,39,255,20.401690905255272
60,51,68,255,47.40270996660346
54,45,62,255,40.42423996942752
67,56,73,255,54.05269957673498
64,49,52,255,35.015200552931354
29,12,18,255,40.887240031843405
28,6,18,255,43.31061806248977
28,0,14,255,47.0309018072864
40,4,18,255,34.06202345771306
53,7,20,255,22.476963591063953
72,16,29,255,7.887143263313573
91,25,39,255,26.005828514157805
102,25,45,255,38.07928586118033
107,21,48,255,43.44348122692399
116,20,58,255,55.686312829483164
99,14,71,255,50.51645858751976
98,11,45,255,35.04318975606396
76,0,15,255,28.37802035292736
96,28,29,255,31.11820889016718
79,54,49,255,39.94540406777881
25,4,11,255,49.310556498429314
26,0,1,255,55.051231153402114
43,13,13,255,31.374174196005377
82,52,52,255,40.65924353021978
42,33,50,255,32.50113393347576
51,40,57,255,34.97571116275679
81,67,84,255,71.13180821093376
42,27,32,255,25.357020271262684
25,5,16,255,46.974756586685345
28,1,16,255,45.84423240922425
35,1,17,255,39.774981712660065
45,3,17,255,31.398403461101893
63,9,22,255,15.659832836820827
82,18,32,255,15.853278914121278
99,25,42,255,34.37046984980152
108,24,48,255,44.57069404941043
113,19,55,255,51.67862812320778
113,14,61,255,54.80317712588169
99,16,70,255,49.57795551093893
105,22,76,255,57.95577113382848
